CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,QUANTIZED_INC,QUANTIZED_AGE,QUANTIZED_WORK_YEAR,target
1,0,1,0,180000.0,Pensioner,Higher education,Separated,House / apartment,-21433,365243,1,0,0,0,,1.0,medium,high,lowest,0
1,1,1,0,108000.0,Working,Secondary / secondary special,Married,Municipal apartment,-19316,-6039,1,0,0,0,Core staff,2.0,lowest,high,low,0
0,1,1,0,131400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23646,365243,1,0,0,0,,2.0,low,highest,lowest,0
1,0,1,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17068,-8325,1,0,0,0,Laborers,2.0,low,medium,medium,0
1,0,0,0,90000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-10490,-796,1,1,0,0,Laborers,1.0,lowest,lowest,lowest,0
1,1,1,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13768,-2565,1,0,0,0,Managers,3.0,highest,low,lowest,0
1,0,1,0,54000.0,Working,Secondary / secondary special,Separated,House / apartment,-11531,-1357,1,0,0,0,Cooking staff,1.0,lowest,low,lowest,0
1,0,1,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,-18952,-499,1,0,1,0,Core staff,1.0,lowest,high,lowest,1
1,0,0,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24001,365243,1,0,0,0,,2.0,lowest,highest,lowest,0
0,1,0,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,-14050,-3680,1,1,1,0,Laborers,1.0,highest,low,low,1
1,0,0,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,,1.0,medium,medium,lowest,0
0,1,1,1,247500.0,Working,Higher education,Married,House / apartment,-9425,-232,1,0,0,0,Sales staff,3.0,high,lowest,lowest,0
1,0,1,2,135000.0,Commercial associate,Higher education,Married,With parents,-14334,-376,1,0,0,0,Core staff,4.0,low,low,lowest,1
1,0,1,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22225,365243,1,0,0,0,,2.0,lowest,highest,lowest,0
0,1,0,1,450000.0,Working,Secondary / secondary special,Married,With parents,-12736,-110,1,0,0,0,,3.0,highest,low,lowest,0
1,0,0,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10728,-1619,1,1,1,0,Accountants,3.0,low,lowest,lowest,1
0,1,1,1,225000.0,Working,Higher education,Single / not married,House / apartment,-10320,-249,1,0,0,0,Laborers,2.0,high,lowest,lowest,0
1,1,1,0,185400.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23584,365243,1,0,0,0,,1.0,high,highest,lowest,0
1,0,1,0,157500.0,Pensioner,Higher education,Separated,House / apartment,-22640,365243,1,0,0,0,,1.0,medium,highest,lowest,0
1,0,1,0,99000.0,Pensioner,Higher education,Separated,House / apartment,-24611,365243,1,0,0,0,,1.0,lowest,highest,lowest,1
0,1,0,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22953,365243,1,0,0,0,,2.0,lowest,highest,lowest,0
1,0,1,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-20602,-138,1,0,0,0,Cooking staff,2.0,low,high,lowest,1
1,0,0,2,180000.0,State servant,Higher education,Married,House / apartment,-13727,-5215,1,0,0,0,Managers,4.0,medium,low,low,0
1,0,1,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-14926,-424,1,0,0,0,Sales staff,2.0,lowest,medium,lowest,0
1,0,1,4,261000.0,Working,Secondary / secondary special,Married,House / apartment,-12475,-1588,1,0,0,0,High skill tech staff,6.0,highest,low,lowest,0
0,0,1,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-12238,-2187,1,1,1,0,Managers,4.0,highest,low,lowest,0
1,0,0,0,405000.0,Commercial associate,Higher education,Married,House / apartment,-13692,-200,1,0,1,0,Managers,2.0,highest,low,lowest,0
1,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11348,-1436,1,0,0,0,Private service staff,2.0,medium,low,lowest,0
1,0,1,0,121500.0,Pensioner,Higher education,Married,House / apartment,-24575,365243,1,0,1,0,,2.0,low,highest,lowest,0
1,0,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18401,-2149,1,0,0,0,Laborers,2.0,lowest,high,lowest,0
1,0,1,0,247500.0,Commercial associate,Higher education,Widow,House / apartment,-23339,-1233,1,0,1,0,,1.0,high,highest,lowest,0
1,0,1,2,60750.0,Commercial associate,Higher education,Married,House / apartment,-10687,-1981,1,1,1,0,Core staff,4.0,lowest,lowest,lowest,0
1,0,0,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-17570,-1978,1,0,0,1,Core staff,1.0,highest,medium,lowest,0
0,1,1,2,216000.0,State servant,Higher education,Married,House / apartment,-11121,-2565,1,0,0,0,High skill tech staff,4.0,high,low,lowest,0
1,0,1,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,-13870,-3458,1,1,1,0,Sales staff,2.0,lowest,low,low,0
1,0,1,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20496,365243,1,0,0,0,,2.0,lowest,high,lowest,0
1,0,1,0,81000.0,State servant,Secondary / secondary special,Married,House / apartment,-15109,-8131,1,0,0,0,Medicine staff,2.0,lowest,medium,medium,0
1,0,0,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10559,-429,1,1,1,0,Drivers,2.0,high,lowest,lowest,0
1,1,0,0,450000.0,Pensioner,Higher education,Married,House / apartment,-19783,-5521,1,1,1,0,Managers,2.0,highest,high,low,1
0,1,1,0,94500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14138,-1072,1,0,0,0,Drivers,1.0,lowest,low,lowest,0
0,0,1,0,315000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9812,-338,1,0,0,0,Sales staff,1.0,highest,lowest,lowest,0
1,0,1,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21854,365243,1,0,0,0,,2.0,high,highest,lowest,0
1,0,0,0,247500.0,Working,Higher education,Married,House / apartment,-14136,-7400,1,1,1,0,Managers,2.0,high,low,medium,0
1,0,0,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10456,-1953,1,1,0,0,Medicine staff,2.0,medium,lowest,lowest,0
1,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18061,-869,1,0,0,0,,2.0,lowest,high,lowest,0
1,0,1,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10396,-564,1,0,0,1,IT staff,2.0,lowest,lowest,lowest,1
0,0,0,0,261000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11108,-2600,1,1,1,0,Sales staff,2.0,highest,low,lowest,0
1,0,0,0,202500.0,Commercial associate,Higher education,Married,Municipal apartment,-13899,-4709,1,0,0,0,,2.0,high,low,low,0
0,1,0,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-14494,-747,1,0,0,1,Laborers,2.0,highest,low,lowest,0
0,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10712,-217,1,0,0,0,Laborers,2.0,low,lowest,lowest,1
1,0,0,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14209,-7249,1,1,0,0,,2.0,lowest,low,medium,0
0,1,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-21180,-1440,1,0,0,0,Security staff,2.0,lowest,high,lowest,0
1,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18150,-1812,1,0,0,0,Drivers,3.0,medium,high,lowest,0
1,0,1,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22060,365243,1,0,1,0,,1.0,high,highest,lowest,0
0,1,1,0,292500.0,Commercial associate,Higher education,Married,House / apartment,-21886,-3649,1,0,0,0,Managers,2.0,highest,highest,low,0
1,1,0,1,387000.0,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,3.0,highest,low,lowest,0
1,0,1,0,81000.0,Working,Higher education,Married,House / apartment,-11546,-1498,1,0,0,0,,2.0,lowest,low,lowest,0
1,1,1,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-14210,-1128,1,0,0,0,Private service staff,2.0,low,low,lowest,0
0,1,1,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,-13465,-839,1,0,1,0,Managers,4.0,highest,low,lowest,0
1,0,0,0,121500.0,Working,Secondary / secondary special,Separated,House / apartment,-16471,-2745,1,0,1,0,,1.0,low,medium,lowest,1
0,1,1,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18162,-6761,1,1,1,0,Laborers,2.0,lowest,high,medium,0
1,0,1,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,2.0,highest,medium,lowest,0
1,0,1,0,157500.0,Working,Incomplete higher,Married,House / apartment,-14140,-2513,1,0,0,0,Drivers,2.0,medium,low,lowest,0
1,1,1,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15443,-290,1,0,0,0,Sales staff,3.0,high,medium,lowest,0
1,1,1,0,81000.0,Working,Higher education,Married,House / apartment,-12615,-843,1,0,0,0,Cooking staff,2.0,lowest,low,lowest,0
1,1,1,2,126000.0,Working,Incomplete higher,Married,House / apartment,-11432,-129,1,0,1,0,Core staff,4.0,low,low,lowest,0
0,1,1,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13022,-1600,1,0,0,0,Laborers,4.0,lowest,low,lowest,0
0,1,1,0,337500.0,Working,Higher education,Married,House / apartment,-23711,-7494,1,0,0,0,Laborers,2.0,highest,highest,medium,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11390,-515,1,0,1,0,Sales staff,2.0,low,low,lowest,0
1,0,0,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14817,-1115,1,0,0,1,Cooking staff,1.0,medium,medium,lowest,0
0,0,1,0,270000.0,Working,Secondary / secondary special,Married,With parents,-14754,-2871,1,1,0,0,Laborers,2.0,highest,medium,lowest,0
0,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10712,-217,1,0,0,0,Laborers,2.0,low,lowest,lowest,1
1,1,1,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15653,-5500,1,0,0,1,Core staff,2.0,highest,medium,low,0
1,1,0,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,-15621,-3792,1,0,0,0,Sales staff,4.0,highest,medium,low,0
0,0,0,0,184500.0,Working,Secondary / secondary special,Married,House / apartment,-14728,-303,1,1,0,0,Laborers,2.0,high,medium,lowest,0
1,0,0,0,135000.0,Working,Higher education,Single / not married,House / apartment,-13408,-5697,1,0,1,0,,1.0,low,low,low,0
1,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16024,-171,1,0,0,0,Laborers,2.0,low,medium,lowest,0
0,1,1,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19351,-1023,1,0,0,0,Laborers,2.0,low,high,lowest,0
0,0,1,1,292500.0,State servant,Higher education,Married,House / apartment,-16833,-3515,1,0,0,1,Core staff,3.0,highest,medium,low,0
1,0,0,0,135000.0,Working,Incomplete higher,Married,House / apartment,-16392,-2119,1,0,0,0,Core staff,2.0,low,medium,lowest,0
1,0,1,2,225000.0,Working,Higher education,Married,House / apartment,-10029,-2705,1,0,0,0,,4.0,high,lowest,lowest,0
0,1,0,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,-14479,-1022,1,0,1,0,Drivers,2.0,highest,low,lowest,0
1,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15256,-4491,1,0,0,0,Laborers,2.0,medium,medium,low,0
1,0,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21144,-1692,1,0,0,0,Sales staff,2.0,high,high,lowest,0
1,0,1,1,112500.0,Working,Higher education,Married,House / apartment,-21271,-14473,1,0,0,1,High skill tech staff,3.0,lowest,high,highest,0
0,0,1,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23674,-2087,1,0,0,0,Security staff,2.0,highest,highest,lowest,0
0,1,1,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14827,-4037,1,0,1,1,High skill tech staff,2.0,high,medium,low,0
1,0,1,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15759,-4541,1,0,0,0,High skill tech staff,3.0,low,medium,low,0
1,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-18473,-2531,1,0,1,0,Cooking staff,1.0,low,high,lowest,0
0,1,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13440,-6639,1,0,0,0,Core staff,2.0,lowest,low,medium,0
0,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-17142,-2166,1,0,0,0,Managers,2.0,high,medium,lowest,0
0,1,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-21823,-5099,1,1,1,0,Laborers,2.0,medium,highest,low,0
1,1,1,0,112500.0,Working,Higher education,Married,House / apartment,-18531,-925,1,0,1,0,High skill tech staff,2.0,lowest,high,lowest,0
1,1,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16613,-3235,1,0,0,0,,3.0,low,medium,lowest,0
0,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-11344,-1054,1,0,0,0,Drivers,1.0,low,low,lowest,0
0,0,1,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10640,-1494,1,1,1,0,Laborers,4.0,medium,lowest,lowest,0
1,1,1,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14667,-1422,1,0,0,0,Sales staff,2.0,high,medium,lowest,0
1,1,0,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,-17370,-8443,1,1,1,0,,2.0,lowest,medium,medium,0
1,0,1,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22062,365243,1,0,1,0,,1.0,lowest,highest,lowest,0
0,1,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12154,-1547,1,0,0,0,Core staff,2.0,lowest,low,lowest,0
0,1,1,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18318,-923,1,0,1,1,Drivers,2.0,highest,high,lowest,0
1,1,0,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16541,-1085,1,0,1,0,,2.0,medium,medium,lowest,0
1,1,0,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,-10068,-219,1,1,0,0,Sales staff,2.0,low,lowest,lowest,1
0,1,0,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-16009,-4642,1,0,0,0,Sales staff,2.0,highest,medium,low,0
1,1,0,0,675000.0,Commercial associate,Higher education,Single / not married,House / apartment,-16500,-1535,1,0,0,0,Managers,1.0,highest,medium,lowest,0
1,0,1,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22123,365243,1,0,0,1,,2.0,lowest,highest,lowest,0
0,0,1,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-11970,-1748,1,0,0,0,Laborers,3.0,high,low,lowest,0
0,1,1,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Sales staff,2.0,highest,lowest,lowest,0
1,0,0,0,108000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22182,365243,1,0,0,0,,1.0,lowest,highest,lowest,1
0,1,0,0,81000.0,Working,Secondary / secondary special,Married,With parents,-14435,-3386,1,1,0,0,Drivers,2.0,lowest,low,low,0
1,0,0,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-20125,365243,1,0,0,0,,1.0,lowest,high,lowest,1
1,0,1,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22115,365243,1,0,1,0,,2.0,medium,highest,lowest,0
0,1,0,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13030,-1626,1,0,1,0,Laborers,3.0,low,low,lowest,1
0,1,0,0,157500.0,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-8466,-1236,1,0,0,0,Laborers,1.0,medium,lowest,lowest,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2.0,high,high,lowest,0
1,1,1,1,355500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15220,-288,1,0,0,0,Core staff,3.0,highest,medium,lowest,0
1,0,1,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15491,-1539,1,0,0,0,,3.0,low,medium,lowest,0
1,1,1,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15443,-290,1,0,0,0,Sales staff,3.0,high,medium,lowest,0
1,1,1,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23835,365243,1,0,0,0,,2.0,lowest,highest,lowest,1
1,0,0,0,121500.0,State servant,Higher education,Married,House / apartment,-22014,-5239,1,1,0,0,Accountants,2.0,low,highest,low,0
1,1,0,2,270000.0,Working,Higher education,Married,House / apartment,-13144,-682,1,1,1,0,,4.0,highest,low,lowest,0
1,0,1,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12486,-1816,1,0,0,0,Laborers,4.0,high,low,lowest,0
1,0,1,1,585000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10430,-900,1,0,0,0,Managers,2.0,highest,lowest,lowest,1
1,1,1,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15375,-3200,1,0,0,1,Laborers,2.0,highest,medium,lowest,0
1,1,1,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21918,365243,1,0,0,1,,1.0,high,highest,lowest,1
0,1,1,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15210,-4707,1,0,0,1,Security staff,4.0,high,medium,low,0
0,0,1,0,126000.0,Pensioner,Higher education,Married,House / apartment,-23095,365243,1,0,0,0,,2.0,low,highest,lowest,0
0,1,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-9120,-1693,1,0,0,0,Laborers,3.0,high,lowest,lowest,0
1,0,1,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-18841,-4166,1,1,1,0,High skill tech staff,2.0,medium,high,low,0
0,1,0,1,202500.0,Commercial associate,Higher education,Married,Municipal apartment,-15542,-888,1,0,0,0,Drivers,3.0,high,medium,lowest,0
1,0,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14152,-4673,1,0,0,0,,3.0,high,low,low,0
1,1,1,0,720000.0,State servant,Higher education,Widow,House / apartment,-15031,-5422,1,1,1,0,Core staff,1.0,highest,medium,low,0
1,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,highest,high,low,0
1,1,0,4,202500.0,Working,Incomplete higher,Married,House / apartment,-12448,-4395,1,0,0,0,Core staff,6.0,high,low,low,0
1,0,0,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12595,-4900,1,0,1,0,High skill tech staff,4.0,lowest,low,low,1
1,0,0,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-16856,-1262,1,1,1,0,Laborers,2.0,medium,medium,lowest,0
1,0,1,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10707,-765,1,0,0,0,HR staff,1.0,highest,lowest,lowest,0
1,0,0,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21363,365243,1,0,0,0,,2.0,lowest,high,lowest,1
1,0,1,0,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19881,-8405,1,0,1,0,Accountants,1.0,medium,high,medium,0
0,0,1,0,135000.0,State servant,Higher education,Married,House / apartment,-19113,-2816,1,0,1,0,Core staff,2.0,low,high,lowest,1
1,0,1,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-18927,-2978,1,0,0,0,High skill tech staff,2.0,highest,high,lowest,1
1,0,1,2,225000.0,Working,Incomplete higher,Civil marriage,House / apartment,-13597,-554,1,0,0,0,Managers,4.0,high,low,lowest,0
1,0,1,0,90000.0,State servant,Higher education,Married,House / apartment,-12849,-543,1,1,1,0,Core staff,2.0,lowest,low,lowest,0
0,0,1,0,198000.0,Pensioner,Higher education,Married,House / apartment,-24662,365243,1,0,0,0,,2.0,high,highest,lowest,0
1,0,0,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23019,365243,1,0,0,0,,1.0,low,highest,lowest,0
0,1,0,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16832,365243,1,0,1,0,,2.0,high,medium,lowest,0
1,1,0,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14657,-4392,1,1,1,0,Core staff,2.0,lowest,medium,low,0
1,0,1,0,225000.0,Working,Incomplete higher,Single / not married,House / apartment,-19538,-1904,1,0,0,0,Managers,1.0,high,high,lowest,0
0,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20240,-5150,1,0,0,0,Security staff,2.0,low,high,low,0
1,1,1,2,126000.0,Working,Incomplete higher,Married,House / apartment,-11432,-129,1,0,1,0,Core staff,4.0,low,low,lowest,0
0,1,0,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4.0,high,medium,lowest,1
1,0,1,0,157500.0,State servant,Higher education,Married,House / apartment,-20163,-223,1,1,1,0,Core staff,2.0,medium,high,lowest,0
1,0,1,2,225000.0,Working,Higher education,Married,House / apartment,-13600,-5711,1,0,1,0,Core staff,4.0,high,low,low,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14773,-626,1,0,1,0,Managers,2.0,low,medium,lowest,0
1,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15088,-2092,1,0,1,0,Sales staff,2.0,high,medium,lowest,0
1,0,1,0,288000.0,Working,Secondary / secondary special,Married,House / apartment,-19863,-4451,1,0,0,0,,2.0,highest,high,low,0
1,0,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10823,-1493,1,1,0,0,Sales staff,2.0,lowest,lowest,lowest,0
1,0,1,0,81000.0,Working,Secondary / secondary special,Separated,House / apartment,-18571,-387,1,1,1,0,Cooking staff,1.0,lowest,high,lowest,0
0,0,1,0,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,-10448,-2323,1,1,0,1,,2.0,low,lowest,lowest,0
0,1,0,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20776,-2745,1,1,1,0,Managers,2.0,highest,high,lowest,0
1,0,1,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-13673,-2667,1,0,0,0,Core staff,3.0,medium,low,lowest,0
1,1,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19007,-7415,1,0,0,0,Managers,2.0,medium,high,medium,0
0,1,0,1,90000.0,Working,Secondary / secondary special,Married,With parents,-9087,-1051,1,0,0,0,Laborers,3.0,lowest,lowest,lowest,0
1,0,0,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21861,365243,1,0,0,0,,1.0,highest,highest,lowest,0
0,1,0,0,108000.0,Working,Secondary / secondary special,Married,Office apartment,-17209,-1081,1,0,0,0,Security staff,2.0,lowest,medium,lowest,1
1,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19802,-4532,1,0,0,0,Laborers,2.0,medium,high,low,1
1,1,0,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12309,-1962,1,0,0,0,,2.0,medium,low,lowest,1
1,0,1,0,112500.0,Working,Higher education,Married,House / apartment,-11432,-820,1,1,0,0,Core staff,2.0,lowest,low,lowest,0
0,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9955,-2036,1,0,0,0,,2.0,low,lowest,lowest,0
1,0,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14212,-1889,1,0,0,0,Laborers,4.0,medium,low,lowest,0
0,1,1,0,279000.0,Commercial associate,Higher education,Married,House / apartment,-20646,-4039,1,0,1,0,Laborers,2.0,highest,high,low,0
0,1,1,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-17418,-8022,1,1,0,0,Managers,2.0,low,medium,medium,0
0,1,0,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20874,-2722,1,0,0,0,,2.0,highest,high,lowest,0
0,1,1,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23289,365243,1,0,1,0,,2.0,medium,highest,lowest,0
1,0,0,0,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18827,-1131,1,0,1,0,Laborers,2.0,lowest,high,lowest,0
1,0,0,1,112500.0,Commercial associate,Higher education,Separated,House / apartment,-14648,-2833,1,1,0,0,Private service staff,2.0,lowest,medium,lowest,0
1,1,1,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-4403,1,0,0,0,Sales staff,3.0,medium,medium,low,0
1,0,0,2,450000.0,Working,Higher education,Married,House / apartment,-11870,-221,1,0,0,0,Core staff,4.0,highest,low,lowest,0
0,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9955,-2036,1,0,0,0,,2.0,low,lowest,lowest,0
1,0,0,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3.0,low,low,lowest,0
0,1,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14346,-302,1,0,0,0,,2.0,high,low,lowest,0
1,0,0,2,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-14307,-188,1,0,0,0,Laborers,3.0,lowest,low,lowest,0
1,0,1,0,126000.0,Working,Higher education,Single / not married,House / apartment,-19728,-2905,1,0,0,1,Laborers,1.0,low,high,lowest,0
1,0,0,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23283,365243,1,0,1,0,,2.0,low,highest,lowest,0
1,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21832,365243,1,0,1,0,,2.0,lowest,highest,lowest,1
0,1,0,0,247500.0,State servant,Higher education,Married,With parents,-12118,-2313,1,1,1,1,Core staff,2.0,high,low,lowest,0
1,1,1,1,157500.0,Working,Higher education,Single / not married,House / apartment,-14649,-1534,1,0,0,0,,2.0,medium,medium,lowest,0
1,0,1,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21581,365243,1,0,0,0,,1.0,lowest,highest,lowest,0
1,0,1,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16832,-1709,1,0,0,0,Waiters/barmen staff,3.0,low,medium,lowest,0
1,0,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18924,365243,1,0,1,0,,2.0,low,high,lowest,0
0,0,0,0,450000.0,Commercial associate,Incomplete higher,Married,House / apartment,-14465,-4145,1,1,1,0,Managers,2.0,highest,low,low,0
0,1,0,0,382500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15215,-1534,1,0,1,0,Managers,2.0,highest,medium,lowest,0
1,0,1,0,382500.0,Working,Higher education,Married,House / apartment,-16482,-3413,1,0,1,1,,2.0,highest,medium,low,0
1,0,1,0,121500.0,Pensioner,Higher education,Widow,House / apartment,-24231,365243,1,0,0,0,,1.0,low,highest,lowest,0
